Region,Country,Province,Medicine/Brand Name,Therapeutic Indications,Manufacturer,Batch Lot Number,API,Dosage Form,Drug Registered,Facility Sector,Facility Type,Year,Date Sample Collected,Final Test Result,Type of Test,Reason for Failure,Counterfeit Medicine,Actions Taken on Substandard or Counterfeit Medicine
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",87039,Pyrazinamide,Tablet,Yes,Private,Distributor,2009,20/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,PZA-CIBA,Anti-tuberculosis,Missing,706,Pyrazinamide,Tablet,Missing,Private,Pharmacy,2009,20/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",92409,Isoniazid,Tablet,Yes,Private,Distributor,2009,20/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Private,Pharmacy,2009,20/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",85859,Isoniazid,Tablet,Yes,Private,Distributor,2009,20/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd,127,Pyrazinamide,Tablet,Yes,Private,Distributor,2009,21/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",86942,Isoniazid,Oral Solution,Yes,Private,Pharmacy,2009,23/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",92409,Isoniazid,Tablet,Missing,Private,Pharmacy,2009,23/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isodexid,Anti-tuberculosis,"Medi-Rx, Inc. Pharmaceutical Laboratory",B372808,Isoniazid,Oral Solution,Yes,Private,Pharmacy,2009,23/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Ospen,Antibiotic,Austria,157347,Penicillin V (Phenoxymethylpenicillin),Tablet,Unknown,Informal,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Chloroquine Phosphate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,06001 AN,Chloroquine,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Artesunate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,06004 AN,Artesunate,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Primaquine,Antimalarial,Danapha,11007,Primaquine,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Artesunate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,06003 AN,Artesunate,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Cephalexin,Antibiotic,National Pharmaceutical company No 25,251208,Cephalexin,Capsule,Yes,Private,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Chloroquine Phosphate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,61105,Chloroquine,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,Interpharm Marketing,948509,Pyrazinamide,Tablet,Missing,Private,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Famtricin Forte,Anti-tuberculosis,"San Marino Lab., Corp.",070917A,Rifampicin,Suspension,Yes,Private,Pharmacy,2009,24/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Turbezid,Anti-tuberculosis,Nam Ha Pharmaceutical Joint-Stock Co.,8123,"Rifampicin, Isoniazid, Pyrazinamide",Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Artesunate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,06004 AN,Artesunate,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Tetracycline,Antibiotic,Cuu Long Pharmaceutical Joint-Stock Co.,6130309,Tetracycline,Capsule,Yes,Private,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Primaquine,Antimalarial,Danapha,11007,Primaquine,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Turbe,Anti-tuberculosis,Nam Ha Pharmaceutical Joint-Stock Co.,8102,"Rifampicin, Isoniazid",Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Artesunate,Antimalarial,National Pharmaceutical company No 1,11206,Artesunate,Ampoule for Injectables,Unknown,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Artesunate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,06004 AN,Artesunate,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Amoxicillin,Antibiotic,Mekophar Chemical Pharmaceutical Joint-Stock Co.,09018 AN,Amoxicillin,Capsule,Yes,Private,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Isoniazid,Anti-tuberculosis,Imexpharm Pharmaceutical Joint-Stock Co.,141008,Isoniazid,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Chloroquine Phosphate,Antimalarial,Mekophar Chemical Pharmaceutical Joint-Stock Co.,61105,Chloroquine,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",8K329,Isoniazid,Tablet,Missing,Private,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Cephalexin,Antibiotic,Domesco,50508,Cephalexin,Capsule,Yes,Private,Pharmacy,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Ethambutol,Anti-tuberculosis,Imexpharm Pharmaceutical Joint-Stock Co.,341008,Ethambutol,Tablet,Yes,Public,Health Clinic,2009,24/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Ampicillin,Antibiotic,Mekophar Chemical Pharmaceutical Joint-Stock Co.,09001 AN,Ampicillin,Capsule,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Erythromycin,Antibiotic,Mekophar Chemical Pharmaceutical Joint-Stock Co.,08016 AN,Erythromycin,Tablet,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",92409,Isoniazid,Tablet,Missing,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Amoxicillin,Antibiotic,Mekophar Chemical Pharmaceutical Joint-Stock Co.,09017 AN,Amoxicillin,Capsule,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",8F250,Isoniazid,Oral Solution,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Amherst Laboratories, Inc.",27052993,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Rifampicin,Anti-tuberculosis,India,B192M040808 E,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Emizid,Anti-tuberculosis,Lumar Pharmaceutical Lab,19187578,Isoniazid,Oral Solution,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Cephalexin,Antibiotic,Imexpharm Pharmaceutical Joint-Stock Co.,260608,Cephalexin,Capsule,Unknown,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Ciprofloxacin,Antibiotic,"Stada Ltd, Co.",10109,Ciprofloxacin,Tablet,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Erythromycin,Antibiotic,Mekophar Chemical Pharmaceutical Joint-Stock Co.,09002 AN,Erythromycin,Tablet,Yes,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",86975,Isoniazid,Tablet,Missing,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Amoxicillin,Antibiotic,Domesco,560808,Amoxicillin,Capsule,Yes,Informal,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Viet Nam,Ho Chi Minh City ,Cephalexin,Antibiotic,National Pharmaceutical company No 25,50209,Cephalexin,Capsule,Unknown,Private,Pharmacy,2009,25/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Eurofin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,929037,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,26/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Rifampicin,Anti-tuberculosis,"Hizon Laboratory, Inc.",9RIF401,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,26/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Iloilo City,Riprocin,Anti-tuberculosis,"San Marino Lab., Corp.",9809,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,26/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Ilocos City,Rimactazid,Anti-tuberculosis,Interphil Laboratories,809,"Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Bifix,Anti-tuberculosis,"Amherst Laboratories, Inc.",27061741,"Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Myrin,Anti-tuberculosis,Wyeth Pakistan Ltd.,08K1497,"Ethambutol, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",8J206,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Isoniazid,Anti-tuberculosis,Myrex Ethica Laboratories,JBN096,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",89117,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Ethambutol Hydrochloride,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",9A168,Ethambutol ,Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,E-Tol,Anti-tuberculosis,Plethico Pharmaceutical Ltd.,90040,Ethambutol ,Tablet,Yes,Private,Pharmacy,2009,27/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Akurit 4,Anti-tuberculosis,Lupin Limited,AH 890,"Ethambutol, Pyrazinamide, Isoniazid, Rifampicin",Tablet,Yes,Private,Pharmacy,2009,29/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Cebu City,Fixcom 4,Anti-tuberculosis,"Lloyd Laboratories, Inc.",9FXC402,"Pyrazinamide, Ethambutol, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,29/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Cebu City,Fixcom 3,Anti-tuberculosis,"Lloyd Laboratories, Inc.",8FXC309,"Ethambutol, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,29/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd,B122M12/061,Pyrazinamide,Tablet,Missing,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Iloilo City,Rimstar 4,Anti-tuberculosis,Novartis,5944,"Ethambutol, Pyrazinamide, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Ilocos City,Emizid,Anti-tuberculosis,Lumar Pharmaceutical Lab,1919008,Isoniazid,Suspension,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Iloilo City,Ethambutol Hydrochloride,Anti-tuberculosis,"Pascual Laboratories, Inc.",5031HNA,Ethambutol ,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",8Z328,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Famtricin,Anti-tuberculosis,"San Marino Lab., Corp.",080804B,Rifampicin,Suspension,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",82326,Isoniazid,Tablet,Missing,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",86942,Isoniazid,Suspension,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",8Y266,Pyrazinamide,Tablet,Missing,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",8Z328,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd,127,Pyrazinamide,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Iloilo City,Myrin-P Forte,Anti-tuberculosis,Wyeth Pakistan Ltd.,08M0784,"Ethambutol, Pyrazinamide, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Lafayette Pharmaceutical Lab., Inc.",88162,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",93490,Pyrazinamide,Suspension,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Iloilo City,Isoniazid,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",9B160,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",92409,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,PZA-CIBA,Anti-tuberculosis,Interphil Laboratories,801,Pyrazinamide,Suspension,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Iloilo City,Isoniazid,Anti-tuberculosis,"New Myrex Laboratories, Inc.",JCN030,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Ilocos City,Isoniazid,Anti-tuberculosis,"New Myrex Laboratories, Inc.",JEN058,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Iloilo City,Myrin,Anti-tuberculosis,Wyeth Pakistan Ltd.,08K1493,"Ethambutol, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Ilocos City,Pyrazinamide,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",9A680,Pyrazinamide,Tablet,Yes,Private,Pharmacy,2009,30/06/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Iloilo City,Tritab,Anti-tuberculosis,"Amherst Laboratories, Inc.",M002785,"Ethambutol, Rifampicin, Isoniazid",Tablet,Yes,Private,Pharmacy,2009,01/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Iloilo City,Rifampicin,Anti-tuberculosis,"Lloyd Laboratories, Inc.",8J289A,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,01/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Sekong,Erythromycin,Antibiotic,CBF,81101,Erythromycin,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Natricin,Anti-tuberculosis,"Lloyd Laboratories, Inc.",8NF15,Rifampicin,Suspension,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Khammouan,Metronidazole,Antibiotic,China,O70701,Metronidazole ,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Ampicillin,Antibiotic,Codupha-Lao,900706,Ampicillin,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Rifampicin,Anti-tuberculosis,"Pascual Laboratories, Inc.",5058GAA2,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Sekong,Tetracycline Hydrochloride,Antimalarial,Codupha-Lao,816206,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Davao,Isoniazid,Anti-tuberculosis,"Drugmakers Laboratories, Inc.",9B160,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Davao,Pyrazinamide,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",93485,Pyrazinamide,Tablet,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Metronidazole,Antibiotic,CBF,30708,Metronidazole ,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Ampicillin,Antibiotic,Zhangfeng,O81101,Ampicillin,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Chloramphenicol,Antibiotic,Codupha-Lao,813312,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Khammouan,Chloramphenicol,Antibiotic,China,712033,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Sekong,Metronidazole,Antibiotic,CBF,O41108,Metronidazole ,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Khammouan,Cephalexin,Antibiotic,India,M.0209,Cephalexin,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Khammouan,Amoxicillin,Antibiotic,Longchuan yunnan,O90301,Amoxicillin,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Chloramphenicol,Antibiotic,Codupha-Lao,813311,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Isoniazid,Anti-tuberculosis,"Scheele Laboratories Phil., Inc.",93452,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Penicillin V,Antibiotic,Codupha-Lao,801108,Penicillin V (Phenoxymethylpenicillin),Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Savannakhet,Metronidazole,Antibiotic,China,O80801,Metronidazole ,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Khammouan,Amoxicillin,Antibiotic,Codupha-Lao,900202,Amoxicillin,Capsule,Unknown,Unknown,Hospital,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Chloramphenicol,Antibiotic,Codupha-Lao,813305,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Sekong,Penicillin V,Antibiotic,Codupha-Lao,901103,Penicillin V (Phenoxymethylpenicillin),Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Erythromycin,Antibiotic,Medipharco,O9003AN,Erythromycin,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Amoxicillin,Antibiotic,Codupha-Lao,700235,Amoxicillin,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Khammouan,Chloramphenicol,Antibiotic,Vietnam,O9110409,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Zcure,Anti-tuberculosis,"Natrapharm, Inc.",8ZC07,Pyrazinamide,Suspension,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Penicillin V,Antibiotic,CBF,61208,Penicillin V (Phenoxymethylpenicillin),Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Rifampicin,Anti-tuberculosis,"Hizon Laboratory, Inc.",9R1F401,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Khammouan,Chloroquine,Antimalarial,Codupha-Lao,910803,Chloroquine,Tablet,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Khammouan,Bidiseptol,Antimalarial,CBF,816305,"Trimethoprim, Sulfamethoxazole",Tablet,Unknown,Unknown,Hospital,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Rifampicin,Anti-tuberculosis,Compact Pharmaceutical Corp.,8ZC07,Rifampicin,Capsule,Yes,Private,Pharmacy,2009,02/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Sekong,Ampicillin,Antibiotic,Zhangfeng,O90401,Ampicillin,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Sekong,Tetracycline Hydrochloride,Antimalarial,KPN,817002,Tetracycline,Capsule,Unknown,Unknown,Pharmacy,2009,02/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Savannakhet,Tetracycline Hydrochloride,Antimalarial,Codupha-Lao,913601,Tetracycline,Tablet,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,PZA-CIBA,Anti-tuberculosis,Sandoz,601,Pyrazinamide,Tablet,Missing,Private,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Attapeu,Penicillin V,Antibiotic,Mekophar Chemical Pharmaceutical Joint-Stock Co.,O8052An,Penicillin V (Phenoxymethylpenicillin),Tablet,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Savannakhet,Chloramphenicol,Antibiotic,KPN,912001,Chloramphenicol,Capsule,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Philippines,Davao,Isoniazid,Anti-tuberculosis,"Pascual Laboratories, Inc.",5093GWBV,Isoniazid,Tablet,Yes,Private,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Attapeu,Cephalexin,Antibiotic,CBF,10908,Cephalexin,Capsule,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Attapeu,Amoxicillin,Antibiotic,Codupha-Lao,800250,Amoxicillin,Capsule,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Savannakhet,Metronidazole,Antibiotic,Vietnam,1090108,Metronidazole ,Tablet,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Compendial,N/A,No,N/A
Asia,Lao PDR,Savannakhet,Cephalexin,Antibiotic,Vietnam,O21108,Cephalexin,Capsule,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
Asia,Lao PDR,Attapeu,Quinine,Antimalarial,Unknown,91006,Quinine ,Tablet,Unknown,Unknown,Pharmacy,2009,03/07/2009,Pass,Screening,N/A,No,N/A
